task_id,node_name,automation_share,automation_pct,augmentation_pct,pct,ai_autonomy_mean,human_only_time_mean,human_with_ai_time_mean
3513,Explain changes in contract provisions to customers.,28.99,28.99,71.01,0.0,2.35,4.54,63.36
3516,"Revise existing maps and charts, making all necessary corrections and adjustments.",40.0,40.0,60.0,0.0,3.0,5.59,20.44
3519,"Determine map content and layout, as well as production specifications such as scale, size, projection, and colors, and direct production to ensure that specifications are followed.",68.57,68.57,31.43,0.0,3.23,5.07,13.14
352,"Recommend changes in patients' work or living environments, consistent with their needs and capabilities.",50.0,50.0,50.0,0.0,2.63,2.48,37.96
3520,"Examine and analyze data from ground surveys, reports, aerial photographs, and satellite images to prepare topographic maps, aerial-photograph mosaics, and related charts.",76.19,76.19,23.81,0.0,2.67,1.76,21.6
3523,Build and update digital databases.,99.16,99.16,0.84,0.01,2.79,1.19,7.33
3525,Determine guidelines that specify which source material is acceptable for use.,30.43,30.43,69.57,0.0,2.67,3.98,35.09
3529,"Verify the accuracy of survey data, including measurements and calculations conducted at survey sites.",53.03,53.03,46.97,0.0,2.08,0.95,8.48
3544,Develop criteria for survey methods and procedures.,48.48,48.48,51.52,0.0,2.91,7.14,38.58
3545,Develop criteria for the design and modification of survey instruments.,6.33,5.26,77.78,0.0,2.68,6.64,77.22
3552,Develop safety procedures to be employed by workers operating equipment or working in close proximity to ongoing chemical reactions.,46.67,46.67,53.33,0.0,3.47,7.13,42.8
3572,"Design, develop, and implement computer applications for use in mining operations such as mine design, modeling, or mapping or for monitoring mine conditions.",50.47,50.47,49.53,0.0,3.23,13.38,44.03
3588,Write technical reports for engineering and management personnel.,63.75,63.75,36.25,0.0,3.09,8.45,44.55
3591,Interpret drilling and testing information for personnel.,19.1,19.1,80.9,0.0,2.56,2.05,17.4
362,Provide patients with assistance in locating or holding jobs.,,,,0.0,2.53,3.5,117.6
3641,Maintain project logbook records or computer program files.,97.94,97.94,2.06,0.01,3.04,1.02,3.79
3644,Review technical documents to ensure completeness and conformance to requirements.,35.17,35.17,64.83,0.19,2.78,6.85,41.71
3646,Review work plans to schedule activities.,75.27,71.63,23.53,0.01,2.62,1.3,28.42
3650,"Provide technical engineering support in the planning of projects, such as wastewater treatment plants, to ensure compliance with environmental regulations and policies.",18.19,15.56,70.0,0.0,2.65,5.14,31.62
3654,"Produce environmental assessment reports, tabulating data and preparing charts, graphs, or sketches.",56.45,50.0,38.57,0.0,3.38,11.41,32.04
3658,"Develop work plans, including writing specifications or establishing material, manpower, or facilities needs.",65.69,65.69,34.31,0.02,2.84,2.29,21.02
3663,"Aid in planning work assignments in accordance with worker performance, machine capacity, production schedules, or anticipated delays.",68.19,68.19,31.81,0.01,2.68,2.07,31.08
3681,"Prepare technical reports and recommendations, based upon research outcomes.",52.54,52.54,47.46,0.0,3.32,19.12,52.38
3682,"Study the structure and function of human, animal, and plant tissues, cells, pathogens, and toxins.",27.78,27.78,72.22,0.0,2.72,2.19,7.39
3684,"Conduct chemical analyses of substances such as acids, alcohols, and enzymes.",20.0,20.0,80.0,0.0,2.4,0.58,5.87
3694,Prepare brochures and write newspaper articles.,49.37,48.37,49.61,0.01,2.65,4.33,33.39
3695,"Construct historical, scientific, and nature visitor-center displays.",49.02,49.02,50.98,0.0,3.53,5.68,13.51
3701,Plan and develop audio-visual devices for public programs.,68.42,68.42,31.58,0.0,3.24,6.58,28.64
3702,"Analyze and interpret geological, geochemical, or geophysical information from sources, such as survey data, well logs, bore holes, or aerial photos.",44.83,43.18,53.13,0.0,2.83,5.5,39.16
3716,Develop applied software for the analysis and interpretation of geological data.,80.95,80.95,19.05,0.0,3.0,9.46,80.0
3717,"Organize data, and analyze and interpret its authenticity and relative significance.",36.69,36.69,63.31,0.0,2.78,7.45,64.66
3719,"Trace historical development in a particular field, such as social, cultural, political, or diplomatic history.",20.8,20.8,79.2,0.03,2.89,3.99,22.84
3722,"Conduct historical research, and publish or present findings and theories.",24.39,24.39,75.61,0.0,2.94,9.77,51.39
3725,"Research the history of a particular country or region, or of a specific time period.",25.28,25.28,74.72,0.02,2.77,5.28,30.11
3731,Translate or request translation of reference materials.,55.83,55.34,43.78,0.04,2.34,2.42,15.29
3734,"Recommend actions related to historical art, such as which items to add to a collection or which items to display in an exhibit.",33.33,33.33,66.67,0.0,2.74,7.23,70.03
3737,Keep detailed logs of all work-related activities.,94.34,94.86,5.69,0.01,3.59,3.3,18.73
3740,"Use computers, computer-interfaced equipment, robotics or high-technology industrial applications to perform work duties.",95.32,95.32,4.68,0.01,3.25,1.42,14.03
3745,"Participate in the research, development, or manufacturing of medicinal and pharmaceutical preparations.",18.75,18.75,81.25,0.0,2.69,5.42,29.33
3747,Analyze experimental data and interpret results to write reports and summaries of findings.,43.57,43.94,56.92,0.05,2.73,6.15,54.15
375,"Provide information to the patient about the proposed intervention, its material risks and expected benefits, and any reasonable alternatives.",29.41,29.41,70.59,0.0,2.39,2.51,76.94
3754,Keep records or prepare reports for owner or management concerning visits with clients.,55.17,55.17,44.83,0.0,2.55,3.59,28.93
3762,"Explain rules established by owner or management, such as sanitation or maintenance requirements or parking regulations.",42.42,40.0,54.29,0.0,2.23,0.74,13.67
3763,Observe and discuss meal preparation and suggest alternate methods of food preparation.,45.71,45.71,54.29,0.01,2.43,2.71,62.08
3767,Observe clients' food selections and recommend alternate economical and nutritional food choices.,63.17,63.17,36.83,0.02,2.41,5.59,115.27
3773,"Advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",35.21,35.21,64.79,0.24,2.65,5.88,64.61
3774,"Interpret laws, rulings and regulations for individuals and businesses.",24.82,24.66,74.7,0.24,2.5,4.24,45.6
3775,"Analyze the probable outcomes of cases, using knowledge of legal precedents.",36.16,36.16,63.84,0.01,2.59,8.59,65.96
3777,Evaluate findings and develop strategies and arguments in preparation for presentation of cases.,35.95,35.95,64.05,0.02,2.79,9.46,59.77
3780,Examine legal data to determine advisability of defending or prosecuting lawsuit.,52.54,52.54,47.46,0.0,2.79,8.39,52.57
3783,"Study Constitution, statutes, decisions, regulations, and ordinances of quasi-judicial bodies to determine ramifications for cases.",32.49,32.49,67.51,0.01,2.58,9.52,56.52
3808,Determine whether objects need repair and choose the safest and most effective method of repair.,70.83,70.83,29.17,0.0,2.29,0.43,33.33
382,Refer clients to community resources or services.,58.72,58.72,41.28,0.0,2.88,1.65,64.03
3825,Estimate cost of restoration work.,55.95,55.95,44.05,0.0,2.64,2.4,25.11
388,"Develop treatment plan to meet needs of patient, based on needs assessment, patient interests, and objectives of therapy.",33.33,33.33,66.67,0.0,3.13,4.78,23.87
389,"Encourage clients with special needs and circumstances to acquire new skills and get involved in health-promoting leisure activities, such as sports, games, arts and crafts, and gardening.",74.55,74.55,25.45,0.0,2.62,1.72,38.1
390,Counsel and encourage patients to develop leisure activities.,56.52,56.52,43.48,0.0,2.87,2.49,41.39
3916,Verify scoring calculations before competition winners are announced.,41.39,41.79,59.18,0.0,2.54,1.9,17.9
3924,"Prepare and deliver news, sports, or weather reports, gathering and rewriting material so that it will convey required information and fit specific time slots.",62.5,62.5,37.5,0.0,2.88,6.55,64.0
3927,"Select program content, in conjunction with producers and assistants, based on factors such as program specialties, audience tastes, or requests from the public.",53.33,53.33,46.67,0.0,2.47,2.9,18.59
3966,"Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.",44.81,44.81,55.19,0.54,2.69,5.49,37.37
3967,Maintain records and files of work and revisions.,74.7,72.72,24.63,0.03,2.83,3.39,31.38
3968,"Edit, standardize, or make changes to material prepared by other writers or establishment personnel.",34.35,34.35,65.65,1.01,2.58,3.67,35.38
3970,"Review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding.",29.64,29.64,70.36,0.01,2.85,5.66,41.84
3971,"Select photographs, drawings, sketches, diagrams, and charts to illustrate material.",40.07,40.07,59.93,0.01,2.89,7.25,63.5
3972,"Study drawings, specifications, mockups, and product samples to integrate and delineate technology, operating procedure, and production sequence and detail.",61.11,61.11,38.89,0.0,2.84,3.79,20.49
3976,Assist in laying out material for publication.,53.71,54.49,46.97,0.01,3.02,4.48,23.99
3977,Analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,100.0,100.0,0.0,0.0,2.58,0.89,1.26
3979,Draw sketches to illustrate specified materials or assembly sequence.,59.26,59.26,40.74,0.0,3.36,6.29,14.0
399,"Determine requirements for treatment, such as type, method and duration of therapy, precautions to be taken, or medication and dosages, compatible with physicians' orders.",70.83,70.83,29.17,0.0,2.54,1.19,15.0
3990,"Compress, digitize, duplicate, and store audio and video data.",82.69,82.69,17.31,0.0,2.96,1.57,10.09
3992,Edit videotapes by erasing and removing portions of programs and adding video or sound as required.,74.16,74.16,25.84,0.0,2.93,1.18,8.6
3994,"Plan and develop pre-production ideas into outlines, scripts, story boards, and graphics, using own ideas or specifications of assignments.",38.21,38.21,61.79,0.06,2.81,7.56,43.79
3996,"Determine formats, approaches, content, levels, and mediums to effectively meet objectives within budgetary constraints, using research, knowledge, and training.",45.15,46.68,56.71,0.04,2.84,6.84,54.54
3997,"Record and edit audio material, such as movie soundtracks, using audio recording and editing equipment.",66.67,66.67,33.33,0.0,2.91,1.96,20.59
40,"Develop or implement production tracking or quality control systems, analyzing production, quality control, maintenance, or other operational reports to detect production problems.",52.63,52.63,47.37,0.0,2.91,8.82,42.68
4005,"Develop manuals, texts, workbooks, or related materials for use in conjunction with production materials or for training.",55.83,55.83,44.17,0.21,3.05,8.36,29.86
4022,"Edit broadcast material electronically, using computers.",69.81,69.81,30.19,0.0,3.15,1.38,9.11
4028,Discuss production requirements with clients.,46.21,46.21,53.79,0.0,2.58,3.63,32.53
4051,Study scripts to become familiar with production concepts and requirements.,75.0,75.0,25.0,0.0,2.5,3.38,19.06
4052,"Edit films and videotapes to insert music, dialogue, and sound effects, to arrange films into sequences, and to correct errors, using editing equipment.",59.57,59.57,40.43,0.0,3.35,3.08,20.37
4053,Select and combine the most effective shots of each scene to form a logical and smoothly running story.,39.49,39.49,60.51,0.01,2.74,5.83,79.94
4055,Determine the specific audio and visual effects and music necessary to complete films.,38.43,40.17,64.37,0.02,2.72,6.63,59.98
4056,Verify key numbers and time codes on materials.,42.86,42.86,57.14,0.0,2.46,2.56,10.21
4057,Organize and string together raw footage into a continuous whole according to scripts or the instructions of directors and producers.,65.38,65.38,34.62,0.0,3.31,5.38,29.65
4059,Program computerized graphic effects.,55.38,55.38,44.62,0.01,3.53,8.64,15.64
4061,"Set up and operate computer editing systems, electronic titling systems, video switching equipment, and digital video effects units to produce a final product.",64.44,64.44,35.56,0.0,3.4,2.38,10.47
4066,Trim film segments to specified lengths and reassemble segments in sequences that present stories with maximum effect.,58.18,58.18,41.82,0.0,3.02,2.71,32.96
4074,Interpret diagnostic test results for deviations from normal.,50.87,50.87,49.13,0.02,2.62,1.83,36.53
4075,Make tentative diagnoses and decisions about management and treatment of patients.,70.78,70.78,29.22,0.01,2.76,1.06,25.06
4080,"Instruct and counsel patients about prescribed therapeutic regimens, normal growth and development, family planning, emotional problems of daily living, and health maintenance.",39.42,39.42,60.58,0.01,2.5,3.97,108.99
4095,"Educate, prepare, and reassure patients and their families by answering questions, providing physical assistance, and reinforcing physicians' advice regarding treatment reactions or post-treatment care.",13.26,9.52,62.26,0.0,2.31,3.27,124.77
4096,Calculate actual treatment dosages delivered during each session.,82.17,82.17,17.83,0.0,1.93,0.43,4.99
41,Review plans and confer with research or support staff to develop new products or processes.,39.39,39.39,60.61,0.0,2.76,11.36,95.71
4121,"Specialize in a particular type of treatment, such as dentistry, pathology, nutrition, surgery, microbiology, or internal medicine.",60.0,60.0,40.0,0.0,2.33,2.55,18.33
4148,"Calculate, measure, and record radiation dosage or radiopharmaceuticals received, used, and disposed, using computer and following physician's prescription.",87.5,87.5,12.5,0.0,1.58,0.26,1.53
4155,Record and process results of procedures.,100.0,100.0,0.0,0.0,2.79,0.32,1.16
4158,Gather information on patients' illnesses and medical history to guide the choice of diagnostic procedures for therapy.,60.0,60.0,40.0,0.0,2.88,1.16,11.5
4171,"Develop job specifications, job descriptions, or work schedules.",29.47,29.47,70.53,0.01,2.86,6.85,44.62
4195,"Provide information or counseling regarding issues such as animal health care, behavior problems, or nutrition.",53.63,53.63,46.37,0.02,2.48,1.15,42.38
4223,Evaluate athletes' readiness to play and provide participation clearances when necessary and warranted.,88.42,91.67,12.0,0.0,2.56,3.07,48.12
4227,Advise athletes on the proper use of equipment.,34.98,34.98,65.02,0.01,2.63,1.82,29.46
4229,Develop training programs or routines designed to improve athletic performance.,41.45,41.87,59.14,0.05,2.96,4.94,49.5
4231,"Instruct coaches, athletes, parents, medical personnel, or community members in the care and prevention of athletic injuries.",42.42,38.2,51.85,0.0,2.7,2.81,47.5
4234,"Recommend special diets to improve athletes' health, increase their stamina, or alter their weight.",46.92,45.65,51.64,0.02,2.72,5.86,78.65
4254,"Observe and record patients' progress, attitudes, and behavior and maintain this information in client records.",94.12,94.12,5.88,0.0,2.29,3.24,71.35
4255,Maintain and promote a positive attitude toward clients and their treatment programs.,75.86,75.86,24.14,0.0,2.54,2.57,56.0
4316,Examine animals to detect behavioral changes or clinical symptoms that could indicate illness or injury.,69.39,69.39,30.61,0.0,2.51,0.61,14.0
439,"Obtain and record accurate patient history, including prior test results or information from physical examinations.",68.42,68.42,31.58,0.0,2.95,3.72,48.95
4457,Answer questions about game rules and casino policies.,45.45,45.45,54.55,0.0,2.38,1.46,35.18
4466,"Answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",64.62,64.62,35.38,0.56,2.47,0.53,7.75
4470,"Report and document safety hazards, potentially hazardous conditions, and unsafe practices and procedures.",50.0,50.0,50.0,0.0,2.83,5.99,53.0
4529,"Provide information about local features, such as shopping, dining, nightlife, or recreational destinations.",78.87,78.87,21.13,0.0,2.81,0.96,9.54
4540,"Describe tour points of interest to group members, and respond to questions.",41.51,42.93,60.5,0.01,2.72,2.26,31.24
4544,Provide directions and other pertinent information to visitors.,79.41,79.41,20.59,0.0,2.49,0.86,11.86
4552,Speak foreign languages to communicate with foreign visitors.,44.43,48.39,60.53,0.0,2.37,0.39,4.6
4555,"Perform clerical duties, such as filing, typing, operating switchboards, or routing mail and messages.",95.81,97.49,4.26,0.01,2.8,0.66,4.42
4557,Offer alternatives during classes to accommodate different levels of fitness.,50.0,50.0,50.0,0.0,2.77,2.58,55.32
4558,"Plan routines, choose appropriate music, and choose different movements for each set of muscles, depending on participants' capabilities and limitations.",33.33,33.33,66.67,0.0,3.06,7.79,59.39
4559,Observe participants and inform them of corrective measures necessary for skill improvement.,40.6,40.6,59.4,0.01,2.68,3.12,56.63
4560,Teach proper breathing techniques used during physical exertion.,34.15,34.15,65.85,0.0,2.73,1.17,15.66
4561,Instruct participants in maintaining exertion levels to maximize benefits from exercise routines.,35.29,35.29,64.71,0.0,2.72,2.33,45.84
4565,Monitor participants' progress and adapt programs as needed.,53.17,53.17,46.83,0.0,2.71,4.59,88.81
4566,"Evaluate individuals' abilities, needs, and physical conditions, and develop suitable training programs to meet any special requirements.",33.33,33.33,66.67,0.0,3.12,9.12,52.96
4567,Plan physical education programs to promote development of participants' physical attributes and social skills.,27.08,27.08,72.92,0.0,3.1,9.55,52.66
4570,Advise clients about proper clothing and shoes.,41.25,41.25,58.75,0.04,2.56,1.67,34.01
4572,"Teach individual and team sports to participants through instruction and demonstration, using knowledge of sports techniques and of participants' physical capabilities.",35.87,35.87,64.13,0.0,2.76,1.4,22.06
4579,Prepare and deliver sales presentations to new and existing customers to sell new advertising programs and to protect and increase existing advertising.,56.45,56.45,43.55,0.0,2.82,2.9,33.27
4580,Explain to customers how specific types of advertising will help promote their products or services in the most effective way possible.,29.45,32.26,77.27,0.0,2.52,2.38,24.26
4587,"Recommend appropriate sizes and formats for advertising, depending on medium used.",34.38,30.56,58.33,0.0,2.67,5.8,48.89
4588,"Inform customers of available options for advertisement artwork, and provide samples.",41.54,47.37,66.67,0.0,2.94,4.72,24.84
4589,"Obtain and study information about clients' products, needs, problems, advertising history, and business practices to offer effective sales presentations and appropriate product assistance.",62.24,57.8,35.06,0.0,2.77,5.15,30.02
4590,"Determine advertising medium to be used, and prepare sample advertisements within the selected medium for presentation to customers.",40.12,43.25,64.55,0.01,2.9,7.81,55.28
4591,"Consult with company officials, sales departments, and advertising agencies to develop promotional plans.",21.05,21.05,78.95,0.0,2.74,8.62,66.06
4592,"Prepare promotional plans, sales literature, media kits, and sales contracts, using computer.",44.44,44.44,55.56,0.01,3.09,10.11,47.27
4594,Write copy as part of layout.,27.33,27.33,72.67,0.09,2.69,5.99,61.34
4596,"Gather all relevant material for bid processes, and coordinate bidding and contract approval.",62.5,62.5,37.5,0.0,3.19,,59.13
4598,Write sales outlines for use by staff.,45.84,45.84,54.16,0.01,2.92,6.24,35.72
4608,"Appraise property values, assessing income potential when relevant.",60.8,71.43,46.05,0.0,2.85,3.02,22.36
4620,"Explain products or services and prices, and answer questions from customers.",24.96,24.96,75.04,0.23,2.49,1.14,12.71
4623,Adjust sales scripts to better target the needs and interests of specific individuals.,29.35,29.35,70.65,0.22,2.62,4.51,49.35
4626,Telephone or write letters to respond to correspondence from customers or to follow up initial sales contacts.,57.54,57.54,42.46,0.01,2.57,2.28,30.85
4627,"Maintain records of contacts, accounts, and orders.",79.24,87.5,22.92,0.0,3.0,2.79,36.41
4628,Schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.,56.52,56.52,43.48,0.0,2.63,1.09,15.83
4634,Relay or route written or verbal messages.,94.42,94.08,5.56,0.0,2.46,1.63,7.04
4642,"Answer simple questions about clients' businesses, using reference files.",61.61,60.13,37.46,0.03,2.23,0.73,10.67
4667,"Verify accuracy of reports, such as authorization forms, transaction reconciliations, or exchange summary reports.",59.83,59.83,40.17,0.0,3.08,8.34,34.36
4677,Establish new computer accounts.,89.47,89.47,10.53,0.0,3.23,2.58,36.23
47,Establish objectives and evaluative or operational criteria for units managed.,32.99,32.99,67.01,0.0,3.02,6.93,43.34
4722,"Answer customers' questions and explain available services, such as deposit accounts, bonds, and securities.",26.88,25.0,68.0,0.0,2.48,1.39,13.0
4723,"Compile information about new accounts, enter account information into computers, and file related forms or other documents.",87.88,87.88,12.12,0.0,3.24,3.82,17.15
4726,"Inform customers of procedures for applying for services, such as ATM cards, direct deposit of checks, and certificates of deposit.",66.67,66.67,33.33,0.0,2.32,0.82,16.74
4741,"Confer or correspond with establishment representatives to rectify problems, such as damages, shortages, or nonconformance to specifications.",71.43,71.43,28.57,0.0,2.68,1.29,18.96
49,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",56.61,56.61,43.39,0.03,3.14,15.19,72.66
4936,Formulate or modify recipes for specific kinds of food products.,36.03,34.29,60.87,0.0,2.61,0.91,28.13
4952,"Measure or weigh ingredients, using scales or measuring containers.",42.86,42.86,57.14,0.0,2.21,0.76,15.63
5,Review operational records and reports to project sales and determine profitability.,52.02,52.02,47.98,0.05,2.92,7.6,38.71
50,Develop and implement organizational policies and procedures for the facility or medical unit.,47.37,42.86,47.62,0.0,3.24,10.74,35.1
5060,Measure ingredients required for specific food items.,75.0,75.0,25.0,0.0,2.25,0.38,8.79
5072,Feed and water animals according to schedules and feeding instructions.,,,,0.0,2.33,0.7,29.53
5074,Answer telephones and schedule appointments.,83.42,87.5,17.39,0.0,2.69,0.89,15.25
5076,"Respond to questions from patrons, and provide information about animals, such as behavior, habitat, breeding habits, or facility activities.",51.74,51.79,48.3,0.01,2.56,0.76,26.22
5084,Discuss with clients their pets' grooming needs.,54.55,54.55,45.45,0.0,2.51,0.83,6.41
509,Answer patients' calls and determine how to assist them.,45.45,45.45,54.55,0.0,2.45,1.0,8.39
5116,"Provide information about facilities, entertainment options, and rules and regulations.",47.33,54.55,60.71,0.0,2.36,0.91,12.59
5117,"Record details of attendance, sales, receipts, reservations, or repair activities.",70.0,70.0,30.0,0.0,3.1,3.6,24.68
5158,"Correct or record omissions, errors, or inconsistencies found.",32.33,32.33,67.67,0.1,2.6,4.02,30.38
5159,"Mark copy to indicate and correct errors in type, arrangement, grammar, punctuation, or spelling, using standard printers' marks.",34.88,34.88,65.12,0.0,2.7,4.6,53.26
5160,Read corrected copies or proofs to ensure that all corrections have been made.,34.34,38.1,72.86,0.0,2.45,7.8,42.84
5161,"Compare information or figures on one record against same data on other records, or with original copy, to detect errors.",57.17,58.5,43.82,0.01,3.03,5.27,26.77
5162,Consult reference books or secure aid of readers to check references with rules of grammar and composition.,20.69,20.69,79.31,0.0,2.6,7.86,55.83
5193,Confer with parents and staff to discuss educational activities and policies and students' behavioral or learning problems.,47.37,47.37,52.63,0.0,2.58,2.97,40.63
52,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",29.41,29.41,70.59,0.0,2.82,5.93,40.82
5201,"Review and interpret government codes and develop procedures to meet codes and to ensure facility safety, security, and maintenance.",54.17,54.17,45.83,0.0,3.38,18.59,27.22
5205,Prepare and submit budget requests or grant proposals to solicit program funding.,27.59,27.59,72.41,0.0,3.0,12.59,50.4
5211,"Prepare, maintain, or oversee the preparation and maintenance of attendance, activity, planning, or personnel reports and records.",75.0,75.0,25.0,0.0,3.18,2.31,12.63
5212,"Confer with parents and staff to discuss educational activities, policies, and student behavior or learning problems.",40.91,40.91,59.09,0.0,2.87,3.85,32.52
5213,"Prepare and submit budget requests and recommendations, or grant proposals to solicit program funding.",10.38,8.33,71.93,0.0,2.96,13.77,66.51
5215,"Counsel and provide guidance to students regarding personal, academic, vocational, or behavioral issues.",32.66,32.66,67.34,0.26,2.7,4.48,70.13
5217,Teach classes or courses to students.,20.3,20.3,79.7,0.23,2.72,5.15,46.25
5219,"Plan and develop instructional methods and content for educational, vocational, or student activity programs.",24.24,24.24,75.76,0.0,2.76,6.05,35.67
5223,"Set educational standards and goals, and help establish policies and procedures to carry them out.",40.91,40.91,59.09,0.0,2.73,7.77,60.05
5228,"Review and interpret government codes, and develop programs to ensure adherence to codes and facility safety, security, and maintenance.",50.0,50.0,50.0,0.0,3.24,10.37,40.08
5230,"Write articles, manuals, and other publications, and assist in the distribution of promotional literature about facilities and programs.",31.14,32.2,71.21,0.0,2.84,7.86,56.47
5231,Recommend personnel actions related to programs and services.,30.65,30.65,69.35,0.0,2.54,4.73,63.35
5236,"Plan, administer, and control budgets, maintain financial records, and produce financial reports.",42.22,43.84,60.0,0.0,3.32,11.76,56.73
5239,"Provide assistance to faculty and staff in duties such as teaching classes, conducting orientation programs, issuing transcripts, and scheduling events.",75.51,75.51,24.49,0.0,2.73,1.3,10.79
5240,"Establish operational policies and procedures and make any necessary modifications, based on analysis of operations, demographics, and other research information.",37.21,37.21,62.79,0.0,3.01,16.07,77.5
5244,"Develop curricula, and recommend curricula revisions and additions.",22.09,22.09,77.91,0.0,2.73,10.3,59.52
5248,Teach courses within their department.,52.94,52.94,47.06,0.0,2.63,4.62,40.42
5262,Resolve customer complaints.,73.82,73.82,26.18,0.01,2.48,1.49,31.69
5264,Prepare employee work schedules.,26.67,26.67,73.33,0.0,2.67,3.45,22.8
5269,"Inform the public of available services, and of postal laws and regulations.",25.0,25.0,75.0,0.0,2.52,0.55,5.04
5291,"Confer with taxpayers or their representatives to discuss the issues, laws, and regulations involved in returns, and to resolve problems with returns.",57.47,57.47,42.53,0.0,2.26,1.92,48.67
5299,Examine accounting systems and records to determine whether accounting methods used were appropriate and in compliance with statutory provisions.,41.67,41.67,58.33,0.0,3.0,10.7,41.23
5314,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",67.57,67.57,32.43,0.0,3.0,8.49,57.11
5315,"Confer with users to discuss issues such as computer data access needs, security violations, and programming changes.",79.29,79.29,20.71,0.0,2.61,4.02,62.96
5317,"Modify computer security files to incorporate new software, correct errors, or change individual access status.",87.8,90.0,12.5,0.0,2.88,3.38,36.58
5321,Encrypt data transmissions and erect firewalls to conceal confidential information as it is being transmitted and to keep out tainted digital transfers.,86.67,86.67,13.33,0.0,2.87,4.8,
5336,"Prepare reports, sketches, working drawings, specifications, proposals, and budgets for proposed sites or systems.",41.91,41.91,58.09,0.01,3.33,14.4,47.03
5339,"Design electronic components, software, products, or systems for commercial, industrial, medical, military, or scientific applications.",43.85,43.85,56.15,0.01,2.8,6.63,71.91
5348,"Prepare documentation containing information such as confidential descriptions or specifications of proprietary hardware or software, product development or introduction schedules, product costs, or information about product performance weaknesses.",49.23,49.23,50.77,0.02,3.09,18.67,65.28
5351,"Plan or develop applications or modifications for electronic properties used in components, products, or systems to improve technical performance.",36.0,36.0,64.0,0.0,2.57,5.61,61.82
5354,"Prepare, review, or maintain maintenance schedules, design documentation, or operational reports or charts.",56.86,56.86,43.14,0.01,3.09,8.13,40.65
5355,"Prepare necessary criteria, procedures, reports, or plans for successful conduct of the project with consideration given to site preparation, facility validation, installation, quality assurance, or testing.",40.08,40.08,59.92,0.02,2.9,7.35,45.47
5414,Advise producers about improved products and techniques that could enhance their animal production efforts.,36.36,36.36,63.64,0.0,2.67,4.25,43.02
5422,"Investigate diseases or parasites to determine cause and risk factors, progress, life cycle, or mode of transmission.",20.0,20.0,80.0,0.0,2.73,1.58,10.0
5426,"Conduct research to develop methodologies, instrumentation, and procedures for medical application, analyzing data and presenting findings.",47.73,47.73,52.27,0.0,2.72,6.59,46.93
5427,"Consult with and advise physicians, educators, researchers, government health officials and others regarding medical applications of sciences, such as physics, biology, and chemistry.",19.55,19.55,80.45,0.0,2.5,3.1,24.41
5429,"Identify and analyze public health issues related to foodborne parasitic diseases and their impact on public policies, scientific studies, or surveys.",47.83,47.83,52.17,0.0,2.48,1.18,8.74
5433,"Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",40.1,40.1,59.9,0.02,2.92,4.45,22.08
5434,"Prepare reports of findings, illustrating data graphically and translating complex findings into written text.",60.46,60.46,39.54,0.04,3.18,11.19,32.68
5436,"Forecast and track marketing and sales trends, analyzing collected data.",42.4,42.35,57.54,0.02,2.93,9.76,42.13
5441,"Gather data on competitors and analyze their prices, sales, and method of marketing and distribution.",42.12,42.12,57.88,0.08,2.97,10.86,46.38
5444,Develop and implement procedures for identifying advertising needs.,32.81,32.81,67.19,0.01,2.93,7.56,50.12
5450,"Provide consultation to parents, teachers, administrators, and others on topics such as learning styles and behavior modification techniques.",32.84,32.84,67.16,0.02,2.58,2.84,32.71
5451,Promote an understanding of child development and its relationship to learning and behavior.,28.07,28.07,71.93,0.01,2.61,3.44,42.38
5458,Design classes and programs to meet the needs of special students.,41.54,41.54,58.46,0.0,3.15,7.85,38.39
5462,"Provide educational programs on topics such as classroom management, teaching strategies, or parenting skills.",32.73,32.73,67.27,0.0,2.89,5.98,54.88
5464,Prepare publications and reports containing research findings.,66.67,66.67,33.33,0.0,3.33,23.02,53.19
5465,Analyze and interpret data to increase the understanding of human social behavior.,22.51,22.51,77.49,0.13,2.83,4.9,55.18
5467,"Collect data about the attitudes, values, and behaviors of people in groups, using observation, interviews, and review of documents.",44.83,44.83,55.17,0.0,2.6,5.2,110.2
5468,"Develop, implement, and evaluate methods of data collection, such as questionnaires or interviews.",26.67,26.67,73.33,0.0,2.83,10.66,58.62
5471,"Consult with and advise individuals such as administrators, social workers, and legislators regarding social issues and policies, as well as the implications of research findings.",18.75,18.75,81.25,0.0,2.84,1.77,17.8
5503,"Create and modify maps, graphs, or diagrams, using geographical information software and related equipment, and principles of cartography, such as coordinate systems, longitude, latitude, elevation, topography, and map scales.",62.75,62.75,37.25,0.0,3.06,5.58,26.06
5512,"Provide consulting services in fields such as resource development and management, business location and market area analysis, environmental hazards, regional cultural history, and urban social planning.",37.15,37.58,63.58,0.03,2.84,6.16,39.07
